项目名称,相关介绍,历史渊源,传承人物,status
湘西苗族鼓舞,"湘西苗族鼓舞，湖南省湘西土家族苗族自治州传统舞蹈，国家级非物质文化遗产之一。

湘西苗族鼓舞，是我国苗族地区独特的舞蹈艺术，流传在湖南省湘西土家族苗族自治州境内的吉首市和凤凰、泸溪、保靖、花垣、古丈等县。据历史文献记载该舞源于汉代以前，产生在苗族祭祀活动中。鼓舞是湘西苗族运用普遍的一种民间艺术形式。它以鼓乐指挥生产劳动，以鼓乐传播民族文化，以鼓乐娱乐身心，它把音乐、舞蹈、表演等艺术种类有机的组合在一起，其历史悠久，内容丰富，特色鲜明。随着时代的变迁，苗族鼓舞已成为苗族人民喜爱的舞蹈艺术形式之一。

2006年5月20日，湘西苗族鼓舞经中华人民共和国国务院批准列入第一批国家级非物质文化遗产名录，遗产编号：Ⅲ-30。","湘西苗族鼓舞的产生、发展和演变与当地苗族的地理环境和人文生态环境息息相关。

从先秦时代起，苗族曾经历过七次大的迁徙。在迁徙过程中，鼓作为联系的重要工具进入了苗族的社会生活。《祭鼓词》中“敲石传不远，击木响嘭嘭”、“你敲木喊话，我击木应声”以及《苗族儿歌》“先击石，后击鼓”的唱词，都反映出迁徙中的苗族曾通过击打响器和铜鼓来相互联系的事实。 

唐宋时期，当苗族迁入武陵五溪地区定居后，苗民可用于开展鼓舞活动的时间增多了，鼓的体积因不再迁徙而有所增大，铜鼓文化进人了鼎盛期，铜鼓也越来越常见于古代典籍。唐刘恂《岭表录异》写道：“蛮夷之乐，有铜鼓焉。”《新唐书·南蛮传》载：“有东谢蛮……赏有功者以牛马、铜鼓。”宋代朱辅的《溪蛮丛笑》中的一条资料更展示了宋时湘西苗族鼓舞项目的丰富多彩：“鼓之节不一，有暗箭鼓、集人鼓、犒设鼓。飨客亦以此，远远听以为准。酒憩，少有参商，则声随变，终席无他者，名客鼓。”在湘西苗族的坐堂鼓、邀请鼓、欢迎鼓、拜访鼓中还可见到其遥远的印记。 

明清时期，铜鼓依然在云贵高原腹心地区流行，但湘西地区在汉文化影响下，已经盛行外观简朴、造价低廉的木皮鼓了。清人严如煜《苗防备览·风俗考》中就有“刳长木空其中，冒皮其端以为鼓”的记载。木鼓的出现大大促进了鼓舞的发展和普及。明清时期，椎牛祭鬼活动兴盛，鼓舞成为这一活动的重要内容。《古丈坪厅志》卷十载有“倘家门不顺，则椎牛祭鬼”的风俗。清人严如煜对湘西苗族的椎牛祭鬼情景作了详细记述：“使妇人之美者跳而击之，择男女善歌者，皆衣优伶五彩衣，或披红毡，戴折角巾，剪五色纸两条垂于背，男左女右旋绕而歌，迭相和唱，举手顿足，疾徐应节，名曰‘跳鼓藏’。” 

20世纪30年代，民族学学者凌纯声等对湘西苗族鼓舞有了较为详细的纪录。据《湘西苗族调查报告》所记，鼓舞分捶舞和拳舞两种。前者包括梳头舞、插花舞、背剑舞、猴子舞等22种，后者包括花朝天开舞、爆竹舞等8种。该书对每种舞蹈的跳法也做了详细记录。 

1940年，石启贵的《湘西苗族实地调查报告》将苗族鼓舞分作庆年、庆神两类，强调了它们的不同功用：“庆年俗谓年鼓，于夏历正月初四起至月半止，每晚餐后相约无事，拾鼓于宽坪中行之，娱乐以热闹新年；庆神俗谓之神鼓，于秋冬时，椎牛椎猪隆重举行祭典，宾客毕至，演乐行法时行之。但年鼓是出于公众游戏，神鼓是用于典祭庆祝。”两书所记为我们展示了湘西苗族鼓舞的近代形态。 

从20世纪80年代初开始，鼓舞开始进入各地歌舞团和大专院校（如北京歌舞团、广州歌舞团、广州军区部队文工团、沈阳舞蹈学院、吉首大学音乐系等）。 

从20世纪80年代末起，过去为祭祀而进行的鼓舞开始频繁出现在各种商业活动中。鼓舞逐渐与祭祀脱离，走上大众舞台，成为娱人的项目。鼓舞还与旅游业挂钩，在景区、节假日以及各种重大活动中都有其身影。","石顺民，女，苗族，1949年生，湖南湘西人。第二批国家级非物质文化遗产项目湘西苗族鼓舞代表性传承人，湖南省湘西土家族苗族自治州申报。 

洪富强，男，苗族，1936年生，湖南湘西人。第二批国家级非物质文化遗产项目湘西苗族鼓舞代表性传承人，湖南省湘西土家族苗族自治州申报。",Success
龙舞（湛江人龙舞）,,,,Failed
傩舞（湛江傩舞）,,,,Failed
苗族芦笙舞（滚山珠）,,,,Failed
秧歌（滦州地秧歌）,,,,Failed
龙舞（潜江草把龙）,潜江草把龙，湖北省潜江市地区民俗活动。,"2014年11月，湖北省潜江市申报的传统舞蹈“潜江草把龙”，经国务院批准列入第四批国家级非物质文化遗产代表性项目名录。 

2019年11月，《国家级非物质文化遗产代表性项目保护单位名单》公布，潜江市非物质文化遗产保护中心获得“潜江草把龙”项目保护单位资格。",,Success
英歌（潮阳英歌）,"英歌（潮阳英歌），广东省汕头市传统舞蹈，国家级非物质文化遗产之一。

潮阳英歌是汉族民间广场舞蹈和傩文化形态的延续，在延续中有一定变化，至明代吸收北方大鼓子秧歌，逐渐演化为英歌舞，成为潮阳地区一种具有独特表现形式的民间舞蹈艺术。潮阳英歌按舞蹈节奏的板式划分，大致可分为慢板英歌、中板英歌和快板英歌三种，完整的表演程序，一般分为“前棚”“中棚”“后棚”三部分。

2006年5月20日，广东省汕头市申报的英歌（潮阳英歌）经中华人民共和国国务院批准列入第一批国家级非物质文化遗产名录，遗产编号：Ⅲ-8。

2024年12月5日，地方标准《非物质文化遗产 潮阳英歌》通过专家技术审查。","关于潮阳英歌舞产生的年代，《潮阳县志》有“从明代开始，潮阳始有英歌”之句，但载述不详。从梁山泊好汉的故事中结合现代所看到的英歌舞的表演形式，大致可以推测英歌舞的起源时间应该从明朝算起，如果从英歌舞所蕴含的民间舞蹈特点和宗教意识来说，则可能时间要推前得多。

关于英歌舞的由来，历来说法不一，主要有几种说法。

受祭孔仪式影响。旧时每年八月廿七日祭拜孔子时，不但要配有整套的音乐和舞蹈，而且舞者有“执短竹”的，这和英歌舞者的“执短棒”有相似的地方。

由古代傩舞进化而来。英歌舞脸谱一般是黑白、鬼脸，多显凶杀之气，以及英歌的队形变化即古傩舞的驱鬼动作等宗教意识和艺术特征，表明英歌舞是古傩舞改造而来。

受戏剧影响。人们在日常生活中喜欢讲述英雄的故事，模仿英雄的行为，梁山泊好汉故事出现在戏剧舞台之后，激发了群众自发学习的兴趣，渐渐的，舞台上的演出就衍变出了群体性广场表演来。

从山东大鼓子秧歌演化而来。因为山东用双手执双槌各击花鼓子双鼓面，所使用的槌子与潮阳英歌舞所执的双槌相似，舞蹈语汇所体现的内容以及舞蹈表演程序，也都有相似之处。

为反抗官府豪强而创编“英歌”形式来传武习艺。因为英歌的主要舞蹈动态和组合编排，都可以看出受南拳武技的影响。","潮阳英歌仍在广泛流传和不断发展，主要传承人有洪飞鹰、郭耀扬、陈汉隆、姚欣塔、杨卫、周修兴、陈坤利、林阿饱等。 

杨卫，男，汉族，1932年生，广东汕头人，2008年2月被评定为第二批国家级非物质文化遗产代表性项目英歌（潮阳英歌）代表性传承人，广东省汕头市申报。",Success
火老虎,,,,Failed
龙舞（火龙舞）,"龙舞（火龙舞），河南省孟州市的传统舞蹈，国家级非物质文化遗产之一。

火龙舞起源于商周时期。汉武帝期间，龙台村火龙舞于五龙庙前参加祭祀乡赛活动，处于鼎盛时期。孟州火龙舞的表演一般在春节期间的正月十五、十六两天，祭祀场所一般选在五龙庙，“火龙”造型古朴奇特、好像麒麟，表演动作惊险，招式丰富，气势宏伟，呈现出人在龙中舞、龙在火中飞的气势场景。

2011年5月23日，河南省孟州市申报的“龙舞（火龙舞）”经国务院批准列入第三批国家级非物质文化遗产名录，遗产编号：Ⅲ-4。","龙台村当地民间传说，隋炀帝年间，天下大旱，民不聊生，唯独五龙庙周边依然鸟语花香，万物茂盛，庙内祥云缭绕，紫气升腾。隋炀帝生怕“五龙神威”压了他的“天子龙威”，便下令用铁链将庙内的五色巨龙紧锁在“锁龙柱”上。从此，五龙庙周边旱灾频频，百姓们穷苦不堪。龙台村民为烧毁锁龙柱，特意制作了五条“喷火龙”，在农历“二月二”（龙抬头）那天，在锁龙柱旁举办舞龙祈雨盛会。届时，五条火龙同时喷火，将锁龙柱一举烧毁后，天降喜雨，百姓们重新过上美好生活。从此节庆期间表演“五色火龙舞”成为当地风尚习俗。  

清乾隆五十七年（公元1792年）《孟县志·金石文》记载，在汉武帝时期，龙台村的五龙庙前的祭祀乡赛活动中已有火龙舞。而且在五龙庙前有一通元代的石碑，碑文记载，“自汉中兴，著名人民更递绵绵展祭，迄今不绝”“咸称乡赛之神龙也”。汉武帝即位之初，博士董仲舒为汉武帝谏言献策，其中上表一书为《春秋繁露》，建议舞龙祈雨，造福天下苍生，并把春夏秋冬各季祈雨舞的龙的颜色、长度和舞龙人的服装都作了规定。",郝同周，男，汉族，第五批国家级非物质文化遗产代表性项目传承人，项目名称：龙舞（火龙舞），河南省孟州市申报。,Success
热巴舞,"热巴舞，流传于西藏、云南、四川、青海、甘肃的藏族集聚地的传统舞蹈，国家级非物质文化遗产之一。

关于热巴舞的起源，有观点认为：“热巴舞起源于公元11世纪，是由藏传佛教大师米拉日巴创造”。热巴舞的动作技术特征多为：“曲背、弓腰、摆手、转身、转胯、弯膝、蹲步、踢腿”。对男子的身体素质力量要求较高，主要体现为“肌肉强健有力、四肢灵活多变”，而对女子的身体灵活性要求更高，主要体现为“上肢舒展大方、下肢灵活协调”。

2014年11月11日，经中华人民共和国国务院批准列入第三批国家级非物质文化遗产名录，项目编号Ⅲ-21。",关于热巴舞的起源，有观点认为：“热巴舞起源于公元11世纪，是由藏传佛教大师米拉日巴创造”。也有文献记载：“构成热巴舞艺术的某些基本元素早在公元10世纪前就已产生，公元11世纪时佛教噶举派高僧米拉日巴和其高徒热穹巴·多吉扎巴为热巴舞艺术的形成和发展起过重要作用”。在佛教传入西藏之前，古代的藏人是信奉苯教的，后来随着藏传佛教的兴起，逐渐替代了苯教。早期米拉日巴是信奉苯教的，后来改宗佛教，拜噶举派始祖玛尔巴为师，矢志习受密法，注重实际修持，以苦修著称。米拉日巴为热巴舞的产生和发展做出了重要的贡献。“鼓”是热巴舞表演中重要道具，它在传说中是作为苯教徒的法器而非藏传佛教徒的法器，传统热巴舞的初衷就是为了迎接神灵和歌颂神灵而举行的宗教仪式。但是有一个现象值得关注，就是在热巴舞的颂唱中所要迎接和歌颂的神祇多来源于藏传佛教传说中的一些神灵。这种现象也正如藏民族的其他文化一样，显示了热巴舞艺术由受苯教影响转为受藏传佛教影响的历史痕迹。“牦牛尾”也是热巴舞独具特色的道具，热巴舞步中“双脚跳转”“半蹲点步转”“平转”等明显具有模拟牦牛动作、习性的特点。牦牛曾是藏族拟兽图腾崇拜之一，热巴舞中执牦牛尾，正可窥视藏族牦牛图腾崇拜的远古风尚。可见，在热巴舞的起源中，藏传佛教大师米拉日巴和其高徒热穹巴·多吉扎巴起到了非常重要的作用，热巴舞产生的原始根源是为了宗教祭祀和牦牛图腾崇拜。,云张，男，藏族，云南省迪庆藏族自治州人。第五批国家级非物质文化遗产项目代表性传承人，项目名称为热巴舞，申报地区为云南省迪庆藏族自治州。,Success
卓舞（热振曲卓）,,,,Failed
登嘎甘（熊猫舞）,,,,Failed
高跷（独杆跷）,,,,Failed
弦子舞（玉树依舞）,,,,Failed
锅庄舞（玉树卓舞）,,,,Failed
锅哇（玉树武士舞）,,,,Failed
龙舞（王贵武龙灯）,,,,Failed
玩牛,,,,Failed
卓舞（琼结久河卓舞）,,,,Failed
狮舞（瑶族布袋木狮舞）,"狮舞（瑶族布袋木狮舞），广东省清远市连州市传统舞蹈，国家级非物质文化遗产之一。

2021年5月24日，狮舞（瑶族布袋木狮舞）经中华人民共和国国务院批准列入第五批国家级非物质文化遗产扩展项目名录，项目编号为Ⅲ-5。",狮舞（瑶族布袋木狮舞），又称“舞木狮”，是瑶族人民喜闻乐见的一种道具舞，流传于连州市三水、瑶安等瑶族乡村，约有100多年历史。木狮舞属于瑶族祭祀舞蹈，题材、内容、艺术形式都有着浓厚的民族气息，浓缩表现了当地瑶族的文化艺术及风情习俗，多在农历十月丰收季节和翌年春耕前活动，寄托了追念祖先迁徙的艰辛、祝愿族人生息繁衍兴旺发达的情感。,,Success
